Year,Ceremony,Award,Winner,Name,Film
1978,51,Writing (Screenplay Based on Material from Another Medium),,Bernard Slade,"Same Time, Next Year "
1978,51,Writing (Screenplay Written Directly for the Screen),,Ingmar Bergman,Autumn Sonata 
1978,51,Writing (Screenplay Written Directly for the Screen),1,Nancy Dowd: Story; Waldo Salt: Screenplay; Robert C. Jones: Screenplay,Coming Home 
1978,51,Writing (Screenplay Written Directly for the Screen),,Michael Cimino: Story; Deric Washburn: Story; Louis Garfinkle: Story; Quinn K. Redeker: Story; Deric Washburn: Screenplay,The Deer Hunter 
1978,51,Writing (Screenplay Written Directly for the Screen),,Woody Allen,Interiors 
1978,51,Writing (Screenplay Written Directly for the Screen),,Paul Mazursky,An Unmarried Woman 
1978,51,Special Achievement Award (Visual Effects),1,Les Bowie; Colin Chilvers; Denys Coop; Roy Field; Derek Meddings; Zoran Perisic,Superman 
1979,52,Actor in a Leading Role,1,Dustin Hoffman,Kramer vs. Kramer
1979,52,Actor in a Leading Role,,Jack Lemmon,The China Syndrome
1979,52,Actor in a Leading Role,,Al Pacino,...And Justice for All
1979,52,Actor in a Leading Role,,Roy Scheider,All That Jazz
1979,52,Actor in a Leading Role,,Peter Sellers,Being There
1979,52,Actor in a Supporting Role,1,Melvyn Douglas,Being There
1979,52,Actor in a Supporting Role,,Robert Duvall,Apocalypse Now
1979,52,Actor in a Supporting Role,,Frederic Forrest,The Rose
1979,52,Actor in a Supporting Role,,Justin Henry,Kramer vs. Kramer
1979,52,Actor in a Supporting Role,,Mickey Rooney,The Black Stallion
1979,52,Actress in a Leading Role,,Jill Clayburgh,Starting Over
1979,52,Actress in a Leading Role,1,Sally Field,Norma Rae
1979,52,Actress in a Leading Role,,Jane Fonda,The China Syndrome
1979,52,Actress in a Leading Role,,Marsha Mason,Chapter Two
1979,52,Actress in a Leading Role,,Bette Midler,The Rose
1979,52,Actress in a Supporting Role,,Jane Alexander,Kramer vs. Kramer
1979,52,Actress in a Supporting Role,,Barbara Barrie,Breaking Away
1979,52,Actress in a Supporting Role,,Candice Bergen,Starting Over
1979,52,Actress in a Supporting Role,,Mariel Hemingway,Manhattan
1979,52,Actress in a Supporting Role,1,Meryl Streep,Kramer vs. Kramer
1979,52,Art Direction,,Michael Seymour: Art Direction; Les Dilley: Art Direction; Roger Christian: Art Direction; Ian Whittaker: Set Decoration,Alien 
1979,52,Art Direction,1,Philip Rosenberg: Art Direction; Tony Walton: Art Direction; Edward Stewart: Set Decoration; Gary Brink: Set Decoration,All That Jazz 
1979,52,Art Direction,,Dean Tavoularis: Art Direction; Angelo Graham: Art Direction; George R. Nelson: Set Decoration,Apocalypse Now 
1979,52,Art Direction,,George Jenkins: Art Direction; Arthur Jeph Parker: Set Decoration,The China Syndrome 
1979,52,Art Direction,,Harold Michelson: Art Direction; Joe Jennings: Art Direction; Leon Harris: Art Direction; John Vallone; Linda DeScenna: Set Decoration,Star Trek - The Motion Picture 
1979,52,Cinematography,,Giuseppe Rotunno,All That Jazz 
1979,52,Cinematography,1,Vittorio Storaro,Apocalypse Now 
1979,52,Cinematography,,Frank Phillips,The Black Hole 
1979,52,Cinematography,,Nestor Almendros,Kramer vs. Kramer 
1979,52,Cinematography,,William A. Fraker,1941
1979,52,Costume Design,,Shirley Russell,Agatha 
1979,52,Costume Design,1,Albert Wolsky,All That Jazz 
1979,52,Costume Design,,William Ware Theiss,Butch and Sundance : The Early Days 
1979,52,Costume Design,,Judy Moorcroft,The Europeans 
1979,52,Costume Design,,Piero Tosi; Ambra Danon,La Cage aux Folles 
1979,52,Directing,,Bob Fosse,All That Jazz 
1979,52,Directing,,Francis Coppola,Apocalypse Now 
1979,52,Directing,,Peter Yates,Breaking Away 
1979,52,Directing,1,Robert Benton,Kramer vs. Kramer 
1979,52,Directing,,Edouard Molinaro,La Cage aux Folles 
1979,52,Documentary (Feature),1,Ira Wohl: Producer,Best Boy 
1979,52,Documentary (Feature),,David A. Vassar: Producer,Generation on the Wind 
1979,52,Documentary (Feature),,Paul Cowan: Producer; Jacques Bobet: Producer,Going the Distance 
1979,52,Documentary (Feature),,Steve Singer: Producer; Tom Priestley: Producer,The Killing Ground 
1979,52,Documentary (Feature),,Glenn Silber: Producer; Barry Alexander Brown: Producer,The War at Home 
1979,52,Documentary (Short Subject),,Risto Teofilovski: Producer,Dae 
1979,52,Documentary (Short Subject),,Donald A. Connolly: Producer; James R. Messenger: Producer,Koryo Celadon 
1979,52,Documentary (Short Subject),,Phillip Borsos: Producer,Nails 
1979,52,Documentary (Short Subject),1,Saul J. Turell: Producer,Paul Robeson : Tribute to an Artist 
1979,52,Documentary (Short Subject),,Dick Young: Producer,Remember Me 
1979,52,Film Editing,1,Alan Heim,All That Jazz 
1979,52,Film Editing,,Richard Marks; Walter Murch; Gerald B. Greenberg; Lisa Fruchtman,Apocalypse Now 
1979,52,Film Editing,,Robert Dalva,The Black Stallion 
1979,52,Film Editing,,Jerry Greenberg,Kramer vs. Kramer 
1979,52,Film Editing,,Robert L. Wolfe; C. Timothy O'Meara,The Rose 
1979,52,Foreign Language Film,,Poland,The Maids of Wilko 
1979,52,Foreign Language Film,,Spain,Mama Turns a Hundred 
1979,52,Foreign Language Film,,France,A Simple Story 
1979,52,Foreign Language Film,1,Federal Republic of Germany,The Tin Drum 
1979,52,Foreign Language Film,,Italy,To Forget Venice 
1979,52,Music (Original Score),,Lalo Schifrin,The Amityville Horror 
1979,52,Music (Original Score),,Dave Grusin,The Champ 
1979,52,Music (Original Score),1,Georges Delerue,A Little Romance 
1979,52,Music (Original Score),,Jerry Goldsmith,Star Trek - The Motion Picture 
1979,52,Music (Original Score),,Henry Mancini,10
1979,52,Music (Original Song Score and Its Adaptation -Or- Adaptation Score),1,Ralph Burns: Adaptation score,All That Jazz 
1979,52,Music (Original Song Score and Its Adaptation -Or- Adaptation Score),,Patrick Williams: Adaptation score,Breaking Away 
1979,52,Music (Original Song Score and Its Adaptation -Or- Adaptation Score),,Paul Williams: Song score; Kenny Ascher: Song score; Paul Williams: Adaptation score,The Muppet Movie 
1979,52,Music (Original Song),,David Shire: Music; Alan Bergman: Lyrics; Marilyn Bergman: Lyrics,"The Promise: ""I'll Never Say ‘Goodbye'"""
1979,52,Music (Original Song),1,David Shire: Music; Norman Gimbel: Lyrics,"Norma Rae: ""It Goes Like It Goes"""
1979,52,Music (Original Song),,Henry Mancini: Music; Robert Wells: Lyrics,"10: ""It's Easy To Say"""
1979,52,Music (Original Song),,"Paul Williams: Music, Lyrics; Kenny Ascher: Music, Lyrics","The Muppet Movie: ""The Rainbow Connection"""
1979,52,Music (Original Song),,Marvin Hamlisch: Music; Carole Bayer Sager: Lyrics,"Ice Castles: ""Through The Eyes Of Love"""
1979,52,Best Picture,,Robert Alan Aurthur: Producer,All That Jazz 
1979,52,Best Picture,,Francis Coppola: Producer; Fred Roos: Co-Producer; Gray Frederickson: Co-Producer; Tom Sternberg: Co-Producer,Apocalypse Now 
1979,52,Best Picture,,Peter Yates: Producer,Breaking Away 
1979,52,Best Picture,1,Stanley R. Jaffe: Producer,Kramer vs. Kramer 
1979,52,Best Picture,,Tamara Asseyev: Producer; Alex Rose: Producer,Norma Rae 
1979,52,Short Film (Animated),,Bob Godfrey: Producer; Zlatko Grgic: Producer,Dream Doll 
1979,52,Short Film (Animated),1,Derek Lamb: Producer,Every Child 
1979,52,Short Film (Animated),,Paul Fierlinger: Producer,It's So Nice to Have a Wolf around the House 
1979,52,Short Film (Live Action),1,Sarah Pillsbury: Producer; Ron Ellis: Producer,Board and Care 
1979,52,Short Film (Live Action),,Roman Kroitor: Producer; Stefan Wodoslawsky: Producer,Bravery in the Field 
1979,52,Short Film (Live Action),,Carol Lowell: Producer; Ross Lowell: Producer,"Oh Brother, My Brother "
1979,52,Short Film (Live Action),,Saul Bass: Producer; Michael Britton: Producer,The Solar Film 
1979,52,Short Film (Live Action),,Harry Mathias: Producer; Jay Zukerman: Producer; Larry Hankin: Producer,Solly's Diner 
1979,52,Sound,1,Walter Murch; Mark Berger; Richard Beggs; Nat Boxer,Apocalypse Now 
1979,52,Sound,,Arthur Piantadosi; Les Fresholtz; Michael Minkler; Al Overton,The Electric Horseman 
1979,52,Sound,,William McCaughey; Aaron Rochin; Michael J. Kohut; Jack Solomon,Meteor 
1979,52,Sound,,Robert Knudson; Robert J. Glass; Don MacDougall; Gene S. Cantamessa,1941
1979,52,Sound,,Theodore Soderberg; Douglas Williams; Paul Wells; Jim Webb,The Rose 
1979,52,Visual Effects,1,H.R. Giger; Carlo Rambaldi; Brian Johnson; Nick Allder; Denys Ayling,Alien 
1979,52,Visual Effects,,Peter Ellenshaw; Art Cruickshank; Eustace Lycett; Danny Lee; Harrison Ellenshaw; Joe Hale,The Black Hole 
1979,52,Visual Effects,,Derek Meddings; Paul Wilson; John Evans,Moonraker 
1979,52,Visual Effects,,William A. Fraker; A. D. Flowers; Gregory Jein,1941
1979,52,Visual Effects,,Douglas Trumbull; John Dykstra; Richard Yuricich; Robert Swarthe; Dave Stewart; Grant McCune,Star Trek - The Motion Picture 
1979,52,Writing (Screenplay Based on Material from Another Medium),,John Milius; Francis Coppola,Apocalypse Now 
1979,52,Writing (Screenplay Based on Material from Another Medium),1,Robert Benton,Kramer vs. Kramer 
1979,52,Writing (Screenplay Based on Material from Another Medium),,Francis Veber; Edouard Molinaro; Marcello Danon; Jean Poiret,La Cage aux Folles 
1979,52,Writing (Screenplay Based on Material from Another Medium),,Allan Burns,A Little Romance 
1979,52,Writing (Screenplay Based on Material from Another Medium),,"Irving Ravetch; Harriet Frank, Jr.",Norma Rae 
1979,52,Writing (Screenplay Written Directly for the Screen),,Robert Alan Aurthur; Bob Fosse,All That Jazz 
1979,52,Writing (Screenplay Written Directly for the Screen),,Valerie Curtin; Barry Levinson,...And Justice for All 
1979,52,Writing (Screenplay Written Directly for the Screen),1,Steve Tesich,Breaking Away 
1979,52,Writing (Screenplay Written Directly for the Screen),,"Mike Gray, T.S. Cook; James Bridges",The China Syndrome 
1979,52,Writing (Screenplay Written Directly for the Screen),,Woody Allen; Marshall Brickman,Manhattan 
1979,52,Special Achievement Award (Sound Editing),1,Alan Splet,The Black Stallion 
1980,53,Actor in a Leading Role,1,Robert De Niro,Raging Bull
1980,53,Actor in a Leading Role,,Robert Duvall,The Great Santini
1980,53,Actor in a Leading Role,,John Hurt,The Elephant Man
1980,53,Actor in a Leading Role,,Jack Lemmon,Tribute
1980,53,Actor in a Leading Role,,Peter O'Toole,The Stunt Man
1980,53,Actor in a Supporting Role,,Judd Hirsch,Ordinary People
1980,53,Actor in a Supporting Role,1,Timothy Hutton,Ordinary People
1980,53,Actor in a Supporting Role,,Michael O'Keefe,The Great Santini
1980,53,Actor in a Supporting Role,,Joe Pesci,Raging Bull
1980,53,Actor in a Supporting Role,,Jason Robards,Melvin and Howard
1980,53,Actress in a Leading Role,,Ellen Burstyn,Resurrection
1980,53,Actress in a Leading Role,,Goldie Hawn,Private Benjamin
1980,53,Actress in a Leading Role,,Mary Tyler Moore,Ordinary People
1980,53,Actress in a Leading Role,,Gena Rowlands,Gloria
1980,53,Actress in a Leading Role,1,Sissy Spacek,Coal Miner's Daughter
1980,53,Actress in a Supporting Role,,Eileen Brennan,Private Benjamin
1980,53,Actress in a Supporting Role,,Eva Le Gallienne,Resurrection
1980,53,Actress in a Supporting Role,,Cathy Moriarty,Raging Bull
1980,53,Actress in a Supporting Role,,Diana Scarwid,Inside Moves
1980,53,Actress in a Supporting Role,1,Mary Steenburgen,Melvin and Howard
1980,53,Art Direction,,John W. Corso: Art Direction; John M. Dwyer: Set Decoration,Coal Miner's Daughter 
1980,53,Art Direction,,Stuart Craig: Art Direction; Bob Cartwright: Art Direction; Hugh Scaife: Set Decoration,The Elephant Man 
1980,53,Art Direction,,Norman Reynolds: Art Direction; Leslie Dilley: Art Direction; Harry Lange: Art Direction; Alan Tomkins: Art Direction; Michael Ford: Set Decoration,The Empire Strikes Back 
1980,53,Art Direction,,Yoshiro Muraki,Kagemusha (The Shadow Warrior) 
1980,53,Art Direction,1,Pierre Guffroy: Art Direction; Jack Stephens: Art Direction,Tess 
1980,53,Cinematography,,Nestor Almendros,The Blue Lagoon 
1980,53,Cinematography,,Ralf D. Bode,Coal Miner's Daughter 
1980,53,Cinematography,,James Crabe,The Formula 
1980,53,Cinematography,,Michael Chapman,Raging Bull 
1980,53,Cinematography,1,Geoffrey Unsworth; Ghislain Cloquet,Tess 
1980,53,Costume Design,,Patricia Norris,The Elephant Man 
1980,53,Costume Design,,Anna Senior,My Brilliant Career 
1980,53,Costume Design,,Jean-Pierre Dorleac,Somewhere in Time 
1980,53,Costume Design,1,Anthony Powell,Tess 
1980,53,Costume Design,,Paul Zastupnevich,When Time Ran Out 
1980,53,Directing,,David Lynch,The Elephant Man 
1980,53,Directing,1,Robert Redford,Ordinary People 
1980,53,Directing,,Martin Scorsese,Raging Bull 
1980,53,Directing,,Richard Rush,The Stunt Man 
1980,53,Directing,,Roman Polanski,Tess 
1980,53,Documentary (Feature),,Ross Spears: Producer,Agee 
1980,53,Documentary (Feature),,Jon Else: Producer,The Day after Trinity 
1980,53,Documentary (Feature),1,Murray Lerner: Producer,From Mao to Mozart: Isaac Stern in China 
1980,53,Documentary (Feature),,David Bradbury: Producer,Front Line 
1980,53,Documentary (Feature),,Bengt von zur Muehlen: Producer; Arthur Cohn: Producer,The Yellow Star - The Persecution of the Jews in Europe 1933-45
1980,53,Documentary (Short Subject),,John Watson: Producer; Pen Densham: Producer,Don't Mess with Bill 
1980,53,Documentary (Short Subject),,George Casey: Producer,The Eruption of Mount St. Helens 
1980,53,Documentary (Short Subject),,Dick Young: Producer,It's the Same World 
1980,53,Documentary (Short Subject),1,Roland Hallé: Producer; Peter W. Ladue: Producer,Karl Hess: Toward Liberty 
1980,53,Documentary (Short Subject),,Richard Hawkins: Producer; Jorge Preloran: Producer,Luther Metke at 94
1980,53,Film Editing,,Arthur Schmidt,Coal Miner's Daughter 
1980,53,Film Editing,,David Blewitt,The Competition 
1980,53,Film Editing,,Anne V. Coates,The Elephant Man 
1980,53,Film Editing,,Gerry Hambling,Fame 
1980,53,Film Editing,1,Thelma Schoonmaker,Raging Bull 
1980,53,Foreign Language Film,,Hungary,Confidence 
1980,53,Foreign Language Film,,Japan,Kagemusha (The Shadow Warrior) 
1980,53,Foreign Language Film,,France,The Last Metro 
1980,53,Foreign Language Film,1,Union of Soviet Socialist Republics,Moscow Does Not Believe in Tears 
1980,53,Foreign Language Film,,Spain,The Nest 
1980,53,Music (Original Score),,John Corigliano,Altered States 
1980,53,Music (Original Score),,John Morris,The Elephant Man 
1980,53,Music (Original Score),,John Williams,The Empire Strikes Back 
1980,53,Music (Original Score),1,Michael Gore,Fame 
1980,53,Music (Original Score),,Philippe Sarde,Tess 
1980,53,Music (Original Song),1,Michael Gore: Music; Dean Pitchford: Lyrics,"Fame: ""Fame"""
1980,53,Music (Original Song),,"Dolly Parton: Music, Lyrics","Nine to Five: ""Nine To Five"""
1980,53,Music (Original Song),,"Willie Nelson: Music, Lyrics","Honeysuckle Rose: ""On The Road Again"""
1980,53,Music (Original Song),,Michael Gore: Music; Lesley Gore: Lyrics,"Fame: ""Out Here On My Own"""
1980,53,Music (Original Song),,Lalo Schifrin: Music; Wilbur Jennings: Lyrics,"The Competition: ""People Alone"""
1980,53,Best Picture,,Bernard Schwartz: Producer,Coal Miner's Daughter 
1980,53,Best Picture,,Jonathan Sanger: Producer,The Elephant Man 
1980,53,Best Picture,1,Ronald L. Schwary: Producer,Ordinary People 
1980,53,Best Picture,,Irwin Winkler: Producer; Robert Chartoff: Producer,Raging Bull 
1980,53,Best Picture,,Claude Berri: Producer; Timothy Burrill: Co-Producer,Tess 
1980,53,Short Film (Animated),,Frédéric Back: Producer,All Nothing 
1980,53,Short Film (Animated),1,Ferenc Rofusz: Producer,The Fly 
1980,53,Short Film (Animated),,Michael Mills: Producer,History of the World in Three Minutes Flat 
1980,53,Short Film (Dramatic Live Action),1,Lloyd Phillips: Producer,The Dollar Bottom 
1980,53,Short Film (Dramatic Live Action),,Bob Carmichael: Producer; Greg Lowe: Producer,Fall Line 
1980,53,Short Film (Dramatic Live Action),,Sally Heckel: Producer,A Jury of Her Peers 
1980,53,Sound,,Arthur Piantadosi; Les Fresholtz; Michael Minkler; Willie D. Burton,Altered States 
1980,53,Sound,,Richard Portman; Roger Heman; Jim Alexander,Coal Miner's Daughter 
1980,53,Sound,1,Bill Varney; Steve Maslow; Gregg Landaker; Peter Sutton,The Empire Strikes Back 
1980,53,Sound,,Michael J. Kohut; Aaron Rochin; Jay M. Harding; Chris Newman,Fame 
1980,53,Sound,,Donald O. Mitchell; Bill Nicholson; David J. Kimball; Les Lazarowitz,Raging Bull 
1980,53,Writing (Screenplay Based on Material from Another Medium),,Jonathan Hardy; David Stevens; Bruce Beresford,Breaker Morant 
1980,53,Writing (Screenplay Based on Material from Another Medium),,Tom Rickman,Coal Miner's Daughter 
1980,53,Writing (Screenplay Based on Material from Another Medium),,Christopher DeVore; Eric Bergren; David Lynch,The Elephant Man 
1980,53,Writing (Screenplay Based on Material from Another Medium),1,Alvin Sargent,Ordinary People 
